label,text,title
Pure trash,"Okay, I have seen the naked bosoms, and I have heard the dirty words, and the rest is all the same. The tape is full of the same worthless shreds of human debree that I could see on television for free. Do not waste your money. I am happy that I only rented it, so I can return it, and have it out of my life forever.",
Thank you Vets!,"I read Bob Lefleur's take on this set. He was there, in the real battle and we mere mortals can only imagine the Hell they went through during WWII. My dad and uncle were there. They had some very amusing stories about the great group of GI's they fought with, but some very grim details about the actual war. So, I want to thank Bob Lefleur and all the vet's that were there. Without them, things might be much different, in this world today. As for the Band of Brother's set? It is THE most realistic series about WWII ever produced. If you want to see how it really was, get this set, as it is awesome to watch.",
Useless,"This book was written, like many of this kind are, for people who are already in a position to undertake these kinds of things. It is of no value to me whatsoever. I recommend it to the users and the climbers who have the ability to walk over everyone on their way to the top.",
Four Star Monster!,"Amazon is the best for buying things like this. I bought A Gogzilla comic, as a whim, at comicon. I wanted to follow the storyline... Rather than buy a 30 dollar new book I got this one for nothin.. So great deal !!! Now I can see what Godzilla does to Monster Mountain!",
Hmm...,"I want a book, shall I maybe buy AN ACTUAL BOOK or download some bloody text file and sit in the park staring at a bit of plastic like a total SPOD? We all know the answer don't we folks? Away with you Internet Shopping Giant.",
I like it...I want more,"I wish I could find this in stores, but yeah, i like this music...could you possibly put more on the sample...it's so great thanks bye",
Warning,"Be very careful - these sticks come with a 90-day limited warranty - because they are remanufactured/refurbished. Doesnot say on the packaging - and could jam in your camera, whichwas my experience. Buyer beware.",
Subpar,"I guess I was expecting a bit more from this guide. It give very little information on the actual hike and what you might see. What photos it does have are terrible B&W; grainy images.The book is quite outdated and makes no mention of certain areas that are now quite popular for hikes. For the low cost however, I guess you can not go wrong buying it if only to get directions to the sites and parking info.",
Quality and Quantity! A great buy for my classroom.,My students use colored pencils for a number of their projects and this classpack makes it easy to serve everyone. The pencils came presharpened so we jumped into a project right away and the handy sharpeners were a bonus.,
Simply Wonderful,JK Rowling just keeps making these books better and better. I am nearly foaming at the mouth waiting for the 7th book.,
Hawaiian flag,The flag was relatively expensive yet made out of cheap material. It frayed in the wind on the first day I used it.,
Dialectic Theology,I loved the principles of theology outlined by J.M. in this book. They represent the best Theology can offer today to a changing world.,
Not the best quality,"Have purchased Bestop products in the past so this is not my first experience...but not happy with this bikini top and windshield channel. Already had bikini top on jeep, don't understand why had to purchase new channel to make this top fit...consider this somewhat of a""rip off"". Quality of screws sent with channel were crap...had to go purchase self tapping screws that wouldn't break at the heads...bikini top does not fit in side channels as previous top did...would not recommend or purchase this top again.",
Not recommanded,"Do NOT buy it. First, it is not comfortable. It makes your ears suffocated. I am OK with the base. But there is annoying static noise in the background. Also you can hear your moves and breath clearly. Not worth the money even with the huge discount. Get something else...",
Simply amazing!,"Wow! Words can't even describe how awesome this CD is! I had never heard of Lamya until recently, when a post on a bulletin board convinced me to check her out. At first I was drawn in by her amazing remixes, but then heard samples from the cd which were even better! My favorite song from ""Learning From Falling"" is definitely Empires. Lamya's voice is so commanding you can't help but become addicted to this album! And the variety of songs on this cd also makes it a ""must have."" For anyone who is debating whether or not to purchase this album, I say go for it! I promise you won't regret it!",
And this too should have passed,"I wasn't feeling this one. I couldn't get into any of the characters. I assumed this book would answer some of the questions left from the other. Instead, it started with a whole group of new characters with what I felt, was an unbelievable storyline. Mia, who no one in their right mind could feel sorry for, or like for that matter, Tamela, who acts like a spoiled brat after finding the perfect guy, then Sean, who wasn't ""man enough"" to tell Zurich how he felt, instead ""acting like a little girl."" Then there was MamaCee and all of her faith. I just wasn't feeling it.The one thing I'm starting to feel is that Harris must have had a thing for his own version of Basil, because I can't understand how he, of all characters, continues to pop up, and every man that comes in contact with him finds him irresistable. GIVE ME A BREAK! I think this is Harris's feelings for someone in his past. I kept saying... Why Basil? What is up with that Harris?",
Not full size,"No where in the discription does it say this is a mini pan. I was very annoyed because I read and read making sure it was full sized. ""MISADVERTIZING!"". Pan is good quality and I will not pay for return shipping, but change the discription!!",
Great for the kids and parents too!,"This is our 18 month old's favorite video (sure beats Barney!). In spite of seeing it up to 3 times a day, he continues to enjoy watching it as does our 4 year old and we can stand it too. The music is terrific. The subtle, clever, contemporary commentary on corporate sponsorships, ""mickey mouse organizations"" and Bugs' and Daffy's lack of licensing revenues, along with the one of a kind humor provided by Bill Murray, make this a movie adults can enjoy too. Captivating for all ages.",
Good DVD,"Have to say - this is a good DVD. It is my second DVD that I have purchased on Pilates and this is by far a better work out thean the other one I have. The exercises are clear and quick moving. You can really feel the 'burn'! There is a good selection of different exercises and I have to say that, most importantly of all, I feel it is working. Denise Austin herself can be a touch painful to listen to over and over again but there are options where you can mute her! So, presumably she realises that she sounds painful herself! Overall, I would really recommend this DVD to anyone wishing to pursue Pilates at home on their own schedule. I wouldn't say that this is a DVD for absolute beginners since some of the exercises are quite tough and since it is fast moving it may be hard to really get the benefit if you are the whole time trying to work out which leg goes where.",
The apothecary in eighteenth century Williamsburg,The school was putting on a Colonial Village show and my granddaughter was presenting the apothecary person. So I purchased the book as well as an outfit. It was very well received and the children learned about those times.,
kindle,This is a great product. If you love to read and take books every were or read around the house it is great. I bought one for my wife who did not want one at first. Now she has one and would not go back to paper backs.,
Great gift,I brought this as a mother's day gift for my tea loving mother-in-law. It was a big hit. she loved the mug and all the goodie inside. I was kind of disappointed that it did not come packaged as pictured and the bottom of the box is kind of loose. Other than that great buy.,
Wait 'till they fix all the bugs,"If only this program actually did what it is supposed to do! The idea is great, the execution is just awful. I maintain membership information for our organization in both Microsoft Outlook and Quickbooks, and I was delighted to find out about a software package that could seamlessly integrate the two and eliminate all of the double-entry that I have to do. I have spent many hours trying to get Customer Manager to synchronize with Outlook and Quickbooks, and I've finally given up. I constantly get fatal error messages and have had multiple CTRL-ALT-DEL situations; I'm just thankful my original data sets have not been corrupted throughout my struggles. I'm a fairly experienced and adept computer user; I am very disappointed that Intuit would release such a bugged-out piece of software. I should have known better than to buy Version 1.0 of any new product. But I thought I could trust Intuit.",
I wanted to like this....(SPOILER ALERT),"because of the cast perhaps. However, I found the premise to be far fetched and the conclusion too predictable. The story is tedious and frustrating because I could not appreciate the conflict. If the wife was an organ donor who died an accidental death and her heart had to be given to someone to save a life, then what is the problem? It may be kind of eery to know the person who has your deceased loved one's organ, but other than that I did not see an issue substantial enough to carry a movie for two hours (or what seemed like longer).",
*********are stupid; do**********to them,"[...]Okay, yeah, we're men. We're tough. We can take it.We're not going to throw the nonsense you've force-fed us all these years about self-esteem back down your throats.I don't advocate censorship, but I do think that the people who consider this ""cute"" should reexamine their standards.I wouldn't but this myself, though. The pictures are crudely drawn, and the book is simply not funny.It is, in a word, stupid.",
Fun flick..lighten up already.,"OK all...I am attempting to keep the ""Obsessed we-won-26 World Series"" and ""Yankees Suck"" comments out. The film is cute. Drew is playing her typical type roll (soft spoken/sharp wit) and Jimmy Fallon is just acting like himself.I agree the ending is weak with him signing away his tickets...except for that...it was an entertaining movie. Not rocket science...not preachy...just a cute ""Romantic Comedy."" Not a 2004 Post Season documentary!What I do find amazing is that how they picked, of all years, 2004, to make this movie. Maybe it just destined.So...cuddle up with significant other, kick up your feet, and enjoy the flick.",
American Horror Story review,I'm addicted. Can't stop watching. It's definitely a must-see. I usually would just wait for the season to come out on Netflix but I loved the show so much that I bought the season early so I could catch up on the new episode on January 2nd! Watch the clips! You will be intrigued!,
Gas Cap,Yes Gas cap is better than OEM. Would have brought this many moons ago. Luckily the guys on the FJ Cruiser forums were talking about how good this cap is. Thanks for the fast shipping and good packaging.,
A Record for the Ears and Mind,"This album is a great addition to the Beastie Disc Library. The beats are laid down with efficient madness. This will make your body rock, with no sudden stops of instrumentals like Hello Nasty. This is a record that can be listened from start to finish with no need for the skip button. Now some might not agree with the lyrics consisting of liberal rhetoric, but hey if your still a fan today your used to it. After all, their politics are warranted in today's darkness. What is also good is that they are back to their roots of making albums that are parental advisory. The only problem, the album is fairly short, only 42min, so it leaves you wanting so more. But it is an excellent album.",
Wonderfully Creative,"I found this book wonderfully creative and hilarious. At times I was caught off guard and I found myself laughing out loud. I would love to see this performed live on stage.A uncommon group of characters are thrust into an uncommon adventure which can only lead to uncommon results! The storyline is a rollercoaster of unexpected mini-plots, but it never deviates from the main story. I was always wondering where the ride was going to carry me.Cleverly written and a delight to read. Highly Recommended",
"Great for Thick, Curly, Frizzy Hair","My hair is very thick, Curly & Frizzy. When I use this curling brush on my hair it makes my hair smooth, soft and light. It is the only curling iron I have ever used that made my hair feel like that. After using it my hair is straight with body. It does a great job. The only one downside I can think of is that if your hair is extreamly thick it may take a little time to ""dry"" it totally. Over all I highly recommend this product to anyone...",
SO SO,"YEAH RIGHT (Rhino) is a feature length film from the Girl Skateboard company directed by Spike Jonez (among others) over a three year period. Lots of fish-eye lens shots showcase 22 contempo street boarders doing their thing in urban settings accompanied by an explicit hip-hop track. There's also a clean version. The coolest segment is street boarding with the boards digitally removed. And I liked the ball-busting, rib-cracking, brain-dinging wipe-outs, although they were few and far between",
Boring and a waste of time!!!!!!,"This has to be the most boring movie I have ever seen. Well, I didn't actually see the whole thing, I stopped it about half way through as I couldn't stand to sit and waste anymore time watching it. I think I would rather go to the dentist than to sit and watch this movie.",
it's the same old stuff,"I don't know about anyone else, but to me this album sounds like every other R&B album out. I am really tired of the same sound coming out ! Lyrically, it's the typical crap (not much meaning), and musically it lacks originality and creativeness. If his purpose was to be heard on MTV's TRL, I'm sure it will ,but I think the majority of the music on there sucks anyway :) hey, just an opinion. He had some of the most talented producers work on the album, but it ended up sounding like every other R&B release.",
very bitter ruined the cake,i bought four wilton gel colors. be warned they r very very bitter. they ruined the cake and turned out to be a very disappointing memory. never again.,
Beware!,"I purchased this pot 2 weeks ago to replace my Cuisinart. This pot continually overflows, no matter how careful I am lining it up, and I end up with coffee grinds in the pot and all over the coffee maker. My Cuisinart only did this occassionally and I found it annoying but this pot is really the PITTS. Perhaps I just got a lemon but for now I would definitely not recommend it. You are probably better off buying a larger coffee maker and making only 4 cups in it.",
excellent,it seems that the more i see these guys perform the more i want to hear them play.they are an awsome mariachi who put all their heart soul and mind to our music,
"Awful, and in a sick way","Humorous? Not a bit. Melodious? Please. If it was only that these ""tunes"" were amateurish, unimaginative and poorly produced Mr. Polisar would be typically uninteresting. But Mr. Polisar produces songs so filled with disrespect, disobedience and antisocial education for the ""little ones"" that he deserves some recognition. To simply avoid these songs like the plague would not be giving them the attention they demand. They songs and this ""artist"" need to be labelled for all parents to see. Quite simply, if you hate your children, buy this album. If you hate your sisters children, buy this album for them. If you wish the worst for any child, sing them these songs. If you have no human emotion for or connection to children, tell everyone to buy this album. Botulism could never hope have the effects of this album.",
"It's not a swiss movement, despite the description","Take a look at the zoom-in view of the back of the watch: it clearly states ""China movement and case"". The product description is wrong and misleading.",
A must buy!,"My son has played with this toy nonstop. He is now 16 months old and it is one of the first things he reaches for when he wakes up. When we travel I have make sure its packed. Some kids have blankets, mine has the music cube.",
Accelertainment!!,"I bought this because my kids had seen the first one and I didn't even know it was a series of 4 movies. These are great movies, even I like watching them. My 3 year old loves watching these and uses their stories and characters when playing with his own hotwheels cars. I only wish they would continue making more as the story is very entertaining and kind of leaves you hanging even after the 4th movie. Can't wait for more.",
Snoozeville,This flick looked kinda sexy and part of it was to have taken place in Hong Kong! Unfortunately this B grade casts' leaden delivery etc... (some idiotic lines delivered by Michael Madsen) forced me to grab the remote and hit STOP! I never even made it to HK. Do yourself a favor. Stay away from this one.,
Professor Rubenstein was most fascinating professor at FSU,"Professor Rubenstein was my most fascinating and challenging professor at FSU during the 1970s. His range of intellectual inquiry makes him a ""Renaissance"" man. He has written numerous provocative and important books.And I am re-reading the books thirty plus years later.",
Expected More,"This is an interesting documentary but there is something missing in the production. Nevertheless, for anyone who admires MLK and his legacy it is worth the watch.",
Junk,The toaster part of this product never worked and the egg poacher worked about 3 times...fortunately for me the seller sold two and neither one worked so he refunded my money without me having to return the product.,
Very Fun game!!,"This was a very fun game to play. There are many games that you can play within the game. It takes a little getting use to but you pick it up quick. I would goolge the walk-though, it helps. There is lots of eye candy, too.",
Little value for the money,"The software is priced too high for the little value it provides. Unless you subscribe directly to the research sites that are available within the application, you will have to manually enter your research information into the product. Ironically, I couldn't manage to import research from InfoTrac (made by the same company) into EndNote. Furthermore, the software DOES NOT RUN ON XP SP2! After installing the service pack, I found that EndNote would crash whenever editing a research library. There isn't much help on Gale's site except for a small blurb about how the software doesn't run on XP SP2 and to not install SP2. Lazy programming all around.",
TERRIBLE!!,"I used this bread machine 4 times successfully, on the 5th time it malfunctioned, fried the electronics and it no longer even turns on! I had to pry the lid open with a screwdriver because the plastic melted. It could have started a fire if I had not been home! The customer service dept are worthless - they will only repair it (ha ha). Best bet to return it from where you bought it.",
A Must Have,"If you're interested in collecting space themed toys from the sixties or if you'd just like to take a trip down memory lane , then buy this book. It's filled with great photos and loads of information on Major Matt Mason, Zeroids and Colorm Aliens. I've never come across another book that is a more concise guide on the subject. An excellent buy.",
Seaford Reader,"The Giver was an ok book. It is a long read, but left you with a cliff hanger after every chapter. It kept me thinking the whole entire book. It was a little confusing and a not so good book.",
made for hollywood,"Sorry folks, I thought his story was nonsense, something out of Hollywood. I patrolled many of the areas he supposedly had work, and I found his account filled with inaccuracies.",
A laptop alternative!!!,"It can play music, video, email, surf the internet, and open PDF files. You can write notes and make simple calculations with widgets. I think I am going to leave my laptop home the next time I travel for pleasure. The only thing I will potentially miss is Excel. Hope there is going to be a widget written for that purpose soon. Highly recommend this great little device. I had previously considered the Ipod Touch. The Archos 605 is bigger but you get so much more.",
So many projects to choose from,"Best thing ever. Well, if you love building fun items. It has a built in retro feel to some of the projects. If you are doing it by hand or using a CNC this is a great book to add to your collection.",
Good while it lasted,"I bought the drill 2 years ago.It was kept inside the house.I used it occasionally.It worked well.Now, neither battery will hold a charge.I am unimpressed.",
Great book!,"No complaints about this book, except for that certain parts on two images are slightly blurry. Overall, it's worth the money.",
Loved this Book!!!,"I really enjoyed this book. A friend said I should read it. I got it as a birthday present. I didn't think I would like it, but I did. I was pretty amazed because I never read books of this nature, now I will in the future. I have been in the book store looking for new books like this one to read.",
"Great product, excellent price",Itmes purchased were excellent and the price was very reasonable. Would purchase again in the future. Thanks!!!,
Sufferable--stereotypes rule over a poor plot.,"Horrible act of misplaced smugness, with a torturously slow plot that drags like a badly imitated Southern drawl. There is no denying Emily Lloyd's beauty, but scenes deserved to be re-cut where she totally forgets she is supposed to be outside Lexington, not London. All the great Southern stereotypes maul this film and we wonder what exactly each scene means to the big picture. Willis phones in an understated performance, but then when doesn't he? A brilliant collage the film is not, and you can feel a tension between Lloyd and Willis' performances that reads like an open battle of Hollywood ego. Why Springsteen's ""I'm on Fire"" plays during all of Lloyd's jogging scenes is a mystery; why not ""Born to Run?"" With tramps like this dud, we should have been born to do the same.",
The theory of poker,This is the book for those who want to play a profitable poker. With all its tips and concepts it's almost impossible don't love this book. Take it with everywhere you go.,
Great Book,"The ""circle of Fire"" was a scary book. It made me feel sad for the girl named Mendy too. It seemed like she had a lot of tough times. This book was scary because of the things that are happening in Mendy's life. That is why this book is scary!This book is about a girl named Mendy. Mendy has a secret place that she likes very much. But then she finds out there are people that come to her secret place. Now she needs to stop these people before they do something terrible! This was a good book and I think you should read it!",
HUGE FAN!!!,You won't be disappointed with this one. What's not to love about these girls? This season is just as good as the 6 before it. I wish there were 10 more seasons!!!,
DIE TRYING KICKS ASS!!!!,"die trying is one of the best cds out there!! each song is really unique... they're not all like 'my oxygen's gone' though... so if you want a whole cd of that then, well, sucks to be you!! but it's REALLY GOOD!! they're the BEST BAND in the ENTIRE WORLD!!!!",
Not Quite,"And Justice for all is a great cd. There is one problem with it. There is only one good solid song on it. ""One"" brings the cd together. The rest of the songs are also great and very artistic. My fav songs are ""blackened"", ""...And Justice for all"", ""one"", and harvester of sorrow"".",
waste of money,"When I ordered this video I didn't care too much if the acting or storyline was good(which they are not), I only wanted to see good salsa dancing. Salsa instruction videos cost around $30, this video was $10, some reviewers said there was some good salsa moves, so I figured I could save money and just learn the moves on the tape... boy I was wrong, the salsa dancing on this tape is not interesting, I don't even think they're dancing salsa, it's like some alternative. They just named the movie Salsa in order to sell it. This video might appeal to you if you're a Robby Rosa fan, who is kind of cool, yet still cheesy. Anyone looking for good dancing, this video is not for you.",
Nice graphics - nothing else,Provided entertainment for a 3 year old for one afternoon -- the games are very simple and only have one level,
Love's Enduring Promise...loved it,"It was so refreshing to watch a movie where there was no nudity or cursing. I am a 50 year old man and I get so tired of seeing women on screen and at the grocery store showing their belly and breast and I get so tired of hearing and seeing sissy, effeminate men. It was nice to watch men acting like men and women over 18 years old acting like mature women. I have enjoyed all of the movies in this series.",
Dear lord my prayers have been answered,"It took my three hours to travel to seven different stores to find this dvd collection. And it was worth it. This show was underappreciated and deserved this collection. The hardcore fans that followed the show areound the tv schedule were owed this glorious compilation of the first two seasons. My only complaint is that the theme song gets old after a while, but hey small price to pay for the comedic genius that this show delivers. Bring on volume 2!",
home wreckers,"Good performances from Connelly and Kingsley and a potentially interesting premise. But sadly, the whole thing caves in under the weight of ridiculously overwrought plot turns, with far-fetched tragedy piled upon tragedy simply because the heroine didn't bother to read her mail. Didn't read the book (and now have no desire to) but it had to have been better than this arty fiasco.",
Excellent PS2 controller converter sans pressure sensitivity,"Make sure that what you are receiving is the Super Dual Box Advance and not some imitation before reviewing. What the box came with was the converter and mini disc to install the drivers. I use this under Windows so I can't say if it will work for Mac as well. Everything works fine including the analog stick and the rumble. However, the driver/device does NOT support pressure sensitivity from the controller. There's also an option for dance pad compatibility. It's perfect for emulators, which is what I use it for. Get it!",
Christmas Gift for the hubby,great gift for him. He cant stop spaying it. He smells really good. thanks for the product from you guys!,
Great toy!!,"My daughter is 16 months old and loves this toy. She also has the barn, so we have a little town in our living room and I don't mind leaving these toys out. She loves to put the weebles down the slide and dance when she pushed the buttons. She carries around weebles everywhere she goes! This is a guaranteed fun toy for any child and one that would put a smile on any child's face! Weebles are our favorite...I am so glad they brought them back (from when I was young)! My daughter's favorite!!!",
weird but cool,"I really liked this movie. The girls are beautiful, I love the dancing, and the acting is spot on. its turns out real strange. Shows you how delicate the mind can be. Wonderful!",
Frustrating toy,All the parts constantly fall off of this toy and our children quickly tired of putting them back on. It's poorly designed and not worth the money.,
Not particularly reliable or accurate,"We have owned this scale for over 8 months. During the past couple months, the scale has been resetting itself within a few minutes of a previous weighing. Then it shows a weight different from the one it had just shown before the resetting. The manufacturer's website offers no help. If reliability and accuracy are not particularly important, the solar power feature is very nice.",
Simply not funny...,"I wasn't offended by this book and I'm not angry that it bashed Christianity or anything. I'm just disappointed. This book was not even the least bit funny. A freshman in High School could write funnier stuff than this. Seriously...I spent the whole book scratching my head and saying, ""he really thinks people are going to laugh at this stuff?"" It's horrible.",
Torture music?,I heard this CD is used in some countries as a form of torture. So don't buy it unless you support torture!,
Smart ideas smothered by hyperbolic ranting,"Camille Paglia writes: ""If rape is a totally devastating psychological experience for a woman then she doesn't have a proper attitude towards sex."" This is offensive rubbish. She claims to be an Amazonian academic - too much is over the top polemics for cheap publicity.",
Practicle,"Reading this book was the best way to simplify everyday life. Brian brings clarity to life's challenges. I found it to be the practicle explanation of the ""Serenity Prayer."" No matter where one is in their life, we all can use a little clarity.The section on the ""the life model"" was exceptionally insightful and usefull. I use this model when I am doing my family therapy sessions. I hope that this book is discovered by many.Kathy W, Chicago, IL.",
Amazing book..turned a high-school dropout into a high-tech success,"I was 26 when I first read and used this book. I was a high-school dropout (9th grade) and doing unskilled labor in the abrasive industry. I saw tremendous results in a very short time, so much so it frightened me ( be careful what you wish for syndrome). Today (I'm now 57) I can look back over a great career in high tech and a great marriage (35 years) with many other rewards as well. I credit this book and its method for providing a great deal of the early impetus to getting me on the road to my success.",
Warm sheets...cheap manufacture,"The sheets are warm, but they are not like the flannel that I am used to. They shed enough during and especially after each of the first 3-4 washes that one could knit a sweater out of the lint that you have to vacuum off the bed, pick off your clothes, and brush off of your skin--not to mention the huge lint balls that you pull out of the dryer after drying one of these sheet sets. Worth the price...barely.",
Put it to you straight.,"This is an excellent movie. It is by far one of the best films to come out of Japan since Kurosawa. Reading other's reviews, I found it hard to get a feel for this movie. Here is how I would describe it: It's like Kurosawa's Yojimbo, but with a blind guy, two geishas (who have their own little quirks), a bunch of small musical sessions which seem to be like Riverdance, Stomp!, and Kodo drums all put together, and blood spurts almost equal to that of Kill Bill.",
"Lurid ""Mind Porn""","0i, but I felt positively mislead by the glowing reviews. The ""heroine"" of this piece was a lobotomized facsimile of prototypical feminism with an unfathomably unexamined inner emotional life. While adaptability, resourcefulness, and steely determination are admirable qualities in a female character - esp. in a romance - Claire displays them with such a seeming lack of inner reflection and struggle that all but the most self absorbed amongst us might employ.If I was stuck on a desert island with nothing but this book as my one possession... I'd use it for kindling before I would read it again.",
InterAct RFU adapter,"Didn't really help my dreamcast, but it could have been the tv or tv converter box.",
What happened?,"Could they not think of any lyrics because four of their songs are nothing but repeating the same chrous over and over and over again and they're not even that good of a quote either. Other than ""She Loves Me Not"" which is a great single the CD lacks what Papa Roach once was. I loved these guys and I was really excepting something huge but the songs are repetitive and lack the diversity that Papa Roach had on their first album. The first album they were all over. Each song had it's own flavor and flare completely different from the last. I'm very disappointed and I would suggest DL most of the songs before you buy the album otherwise you'll get ripped.",
Absolutly a must-buy! Highly recommended for N64 fans...,"I've played Nintendo 64 since I was probably about 6 or 7, and this was the first game I ever got for it. My cousin and I have been getting stars ever since ^_^... but besides that, it is much better and very different than the original. The sound is just as good, it moves faster and smoother, better graphics (MUCH BETTER), new powers and abilities, new types of stars, lots of bunny rabbits to catch, and more! It's an amazing game and is a great demonstration of what the DS can do. You can play as Mario, Yoshi, Luigi, or Wario - the whole gang! (but sorry, you have to earn M, L, and W first ;)) Highly recommended... great game, much buy, 5 1/2 / 5!!! :D Enjoy!",
Great Deal,"I had to put this together on Christmas Eve, and thought it would take all night. It only took about 20 minutes, and was easy. My wife loves it. It is a little small, but so is my wife. Overall, great value!",
Pause for thought!,"Well, the fans are really divided about this one. As a lifelong Beatles fan I have to say that I think it's worth $10 of anyone's money, but it will mean more to people who appreciate the Beatles significance in the history of popular music. What struck me most about this CD was the incredible improvement in sound quality over previous releases - for example, the bass lines are so clear but so are all the other instruments and voices. If nothing else it gets you thinking and wondering what the Beatles would have sounded like if they had had today's sound recording and reproduction technology all those years ago. They couldn't improve on the quality of the songs themselves - just the way they were recorded and reproduced. And that is what 'Love' does so well!",
VCD quality DVDs..probably bootlegs!,"I got burned with this copy of Rurouni Kenshin Complete Collection. The printing on the cover and discs are subquality as well as the resolution of the videos, VCD quality to be precise! I guess the price was too good to be true. WARNING!! Be sure to know what you are buying before you do..don't get burned like me!",
"Contacted Seller, Ace Hardware, No Permanent HEPA Filter","There seems to be a lot of comments with regard to the permanent / non-permanent nature of this HEPA filter. I contacted the seller, Ace Hardware, and they responded to me the same day and said the product is no a permanent filter and requires replacement regularly in accordance with the manufacturer's recommendation. So anyone looking for a permanent filter that you only need to vacuum clean once in awhile, look elsewhere. I own the Honeywell 18155 SilentComfort Permanent and like it although it doesn't support as large a room as this model. But it's sold by Amazon and I find it's always better to deal with them for returns, exchanges rather than their marketplace sellers who are always a pain when it comes to returns, etc.",
STUNNING!!,"I will not go into a synopsis of the material as that is readily available but will comment on the series itself having viewed them all.This is a stunning collection of the early work of the `boys` and is presented from restored 35mm material much of which is taken from the original surviving negatives. Several of the titles in the series, have until fairly recently, been considered lost forever.Each disc has detailed information on the titles and every film is presented with either the original vitaphone sound on disc (again recently discovered) synchronised with the picture or with a composite vitaphone soundtrack.Even for those who don`t normally view `silent` movies these are astounding prints of what is now the historic formation of one the most inventive and forever lasting comedy teams ever to grace the silver screen.Each disc deserves five stars for content, quality and value.",
Australian Fried Celtic Rock,"If the Deadmen Milkmen were Australian mick hillbillys and had three women in thier band, this is what they would sound like. The bratty racousness on the surface is backed up by such talent and creativity that you soon realize these are no amateurs. The song structures are brilliant, seamlessly fusing punk rock and Celtic folk (as well as other traditional influences). The Australian vernacular of the lyrics adds extra flavor to the original song topics. A lineup of guitars, mandolin, bass, fiddle and drums. How does (did?) this band exist? Amazing.",
Don't buy it!!!!!!!!,"I have never written an online review before but I feel compelled to do so. While it appears some people have had good luck with this product, I found it a complete piece of trash. My friends laughed when I said, ""It was great until it stopped working."" I didn't mind the touchy controls and really loved the size and shape of the player. Others on this site have described the many technical problems with the Zen Micro. I will simply say I traded in my first one when it died only to have my second one become very sick in less than one month. I now have an ipod nano with only 1/2 the storage capacity of my last zen micro but having 500 songs that play beats having 1000 songs that don't.",
Had it one year and audio cuts out -- no help from Uniden!,"I've had this expensive system for one year and it is currently not functional. The audio cuts out randomly -- you can sometimes hear very faintly, but usually, not at all. I changed batteries, but the problem is now worse. The ""help"" offered by Uniden was to use only THEIR batteries. SO now I can spend another $30 on more batteries and that doesn't guaruntee that the problem will be solved. Not bloody likely! Crap product, crap service!",
Dissapointing,Highly repititious not nearly enough changes in tempo if broken down to standard song length (time) >few good riffs and vocals are weak. Headed for the do not play pile. As for the 5 star reveiws ... you folks gotta look around there's a lot coming out of Sweden that blows this cd away.,
"Dangerous, irresponsible and reprehensible.","This book is unacceptable. Trudeau claims that sun exposure doesn't cause cancer, sunscreen does!!!! His other claims are similar BS. Following Trudeau's advice can literally kill you.Trudeau is willing to put your life on the line to line his pockets. Don't let his charm cause you harm, don't trust this book.Trudeau is a convicted con artist and still a fraud.",
"Great Gadget, but Archos Customer service is the worst ...","At first I was impressed with my AV380, but then I realized my battery life was defective - approximately 90 minutes on a full charge. My AV380 is still under warranty, and Archos doesn't return my emails, and doesn't even have a telephone support line, so I'm at a loss how to get help!! I can not reach anyone at Archos, and my warranty is running out.Before buying mine, my friend had warned me, and I had read reviews before that Archos customer support is known for being the worst in the business. But I figured I would take my chances - I did - and now I'm paying for it!Incredible that this company is still doing business here in America... I understand they are based out of France.... Maybe that explains the lack of customer service... Buy at your own risk - Peeved in Hawaii!",
Please,"I liked Lil' Zane the first time around. Y'all remember, right? His name was Tupac then. Oh wait, my bad...my man isn't Tupac brought back to us; he's just a style bittin herb. Anyone who buys this CD needs to add Nsync, and Puff Daddy to their order.",
good game - with adult help,I bought this for a gift for my 5 year old. He enjoys playing and it is great at making him form logical deductions.It is tough to set up for each game - it took me several times reading through the instructions to figure it out. I think it will be a long time before my 5 year old or his 6 year old friend will be able to figure out to be able to set it up for a game. I worry that because the set up for the game requires the pieced to be taken in and out of the bases every game that they will quickly become worn but we will see.,
"Fun, Interactive","We love this book in our house and our toddler has requested it continually for the past year. We love all of the flaps that open with the animal inside. One of the pages states ""Then they sent me a camel, but he was too grumpy, so I sent him back."" Now our toddler will say he's grumpy like a camel if he's in a bad mood. Funny! I recommend this book.",
Ooops I goffed! So did cdnow.,"Hey this is R D Wolf again. Originally this review used to be for the right version! I don't know how cdnow messed it up. Anyways I also made a mistake. I wrote that the lyrics were cheesy gore lyrics. That is what I thought from once glancing at the lyrics sheet. But lately I bought the cd and played it. No the lyrics are more socialpolitical and cooler! And yes the metal was wonderfully heavy. I liked how they parodied the blackmetal scene with the artwork. However, I am much more interested in the deconstructive sound of the next album. It makes a unique flavor that helps the music stand out. But if you want Spread the Disease with no electro art or spooky tracks, get this one. Straight up metal.",
Awesome,This is such a great album. I really enjoyed it. It's really good when you close you eyes and you are not distraced with anything else.,
Shoulda used horse glue,"These came completely unglued at the flex points on both sides of both shoes. My Vans never did that. Comfy, but unsightly.",
Oh My,"I was very tempted to buy this unit, almost clicking the ""Add to Cart"" button, when I noticed the reviewers had listed it as 1 star. Quickly reading the review posted by a very helpful purchaser, I decided not to buy this unit. Now back to the drawing board!",
